键值(key),翻译(msgstr)
IDS_PBPA100_127MM_HE_DRUID,127 mm HE 58 lb Mk N2
IDS_PBPA101_127MM_AP_DRUID,127 mm AP 58 lb Mk N2
IDS_PBPA102_381MM_HE_REPULSE,381 mm HE Mk VIIIb
IDS_PBPA103_381MM_AP_REPULSE,381 mm AP Mk XXIIb
IDS_PBPA104_102MM_HE_31LBS,102 mm HE Mk IX
IDS_PBPA105_508MM_HE_INCOMPARABLE,508 mm HE Mk I
IDS_PBPA106_508MM_AP_INCOMPARABLE,508 mm AP Mk I
IDS_PBPA107_234MM_HE_GIBRALTAR,234 mm HE 6 CRH
IDS_PBPA108_234MM_AP_GIBRALTAR,234 mm AP 6 CRH
IDS_PBPA109_356MM_HE_MARLB,356 mm HE Mk VIb
IDS_PBPA110_356MM_AP_MARLB,356 mm AP Mk VIIb
IDS_PBPA111_133MM_HE_DIDO,133 mm HE Mk IC
IDS_PBPA112_133MM_AP_DIDO,133 mm AP Mk IC
IDS_PBPA113_152MM_AP_MK5_T11,152 mm AP Mk V
IDS_PBPA114_305MM_MX_HE_BC,305 mm HE Mk IIb
IDS_PBPA115_305MM_MX_AP_BC,305 mm AP Mk VIb
IDS_PBPA116_343MM_MV_HE_BC,343 mm HE Mk Ia
IDS_PBPA117_343MM_MV_AP_BC,343 mm AP Mk Ia
IDS_PBPA118_381MM_HE_MKVIII_BC,381 mm HE Mk VIIIc
IDS_PBPA119_381MM_AP_MKXXIIB_BC,381 mm AP Mk XXIIc
IDS_PBPA120_381MM_HE_MKII_BC,381 mm HE Mk VIIIc
IDS_PBPA121_381MM_AP_MKII_BC,381 mm AP Mk XIIIb
IDS_PBPA122_419MM_MII_HE_BC,419 mm HE Mk Ia
IDS_PBPA123_419MM_MII_AP_BC,419 mm AP Mk IIa
IDS_PBPA124_457MM_MII_HE_BC,457 mm HE Mk IIa
IDS_PBPA125_457MM_MII_AP_BC,457 mm AP Mk IIa
IDS_PBPA126_419MM_HE_COLLINGWOOD,419 mm HE Mk I
IDS_PBPA127_419MM_AP_COLLINGWOOD,419 mm AP Mk II
IDS_PBPA128_406MM_MIV_HE_BC,406 mm HE Mk IIa
IDS_PBPA129_406MM_MIV_AP_BC,406 mm AP Mk IIIa
IDS_PBPA130_203MM_AP_HAMPSHIRE,203 mm AP 256 lb
IDS_PBPA131_120_AP_ESKIMO,120 mm AP Mk I
IDS_PBPA132_381MM_HE_RENOWN,381 mm HE Mk VIIIc
IDS_PBPA133_381MM_AP_RENOWN,381 mm AP Mk XXIIc
IDS_PBPA134_234MM_AP_MONMOUTH,234 mm AP 6 CRH
IDS_PBPA135_234MM_HE_MONMOUTH,234 mm HE 6 CRH
IDS_PBPA136_203MM_HE_NOTTINGHAM,203 mm HE 256 lb
IDS_PBPA137_203MM_AP_NOTTINGHAM,203 mm AP 256 lb
IDS_PBPA138_419MM_MII_HE_T11,419 mm HE Mk I
IDS_PBPA139_419MM_MII_AP_T11,419 mm AP Mk II
IDS_PBPA140_356MM_HE_DEFENCE,356 mm HE Mk VIb
IDS_PBPA141_356MM_AP_DEFENCE,356 mm AP Mk VIIb
IDS_PBPA142_419MM_HE_SCARLET,419 mm HE Mk Ia
IDS_PBPA143_419MM_AP_SCARLET,419 mm AP Mk IIa
IDS_PBPA144_114MM_HE_SOMME,113 mm HE 5crh
IDS_PBPA145_114MM_SAP_SOMME,113 mm SAP 55 lb
IDS_PBPA146_120MM_QFMIX_HE_JUPITER,120 mm HE
IDS_PBPA147_120MM_QFMIX_AP_JUPITER,120 mm AP
IDS_PBPA148_406MM_MI_HE_DUKE_OF_BRONTE,406 mm HE Mk II
IDS_PBPA149_406MM_MI_IB_AP_DUKE_OF_BRONTE,406 mm AP Mk IC
IDS_PBPA150_406MM_MI_HE_RODNEY,406 mm HE Mk II
IDS_PBPA151_406MM_MI_IB_AP_RODNEY,406 mm AP Mk IC
IDS_PBPA152_356MM_HE_PRINCE_OF_WALES,356 mm HE Mk VIb
IDS_PBPA153_356MM_AP_PRINCE_OF_WALES,356 mm AP Mk VIIb
IDS_PBPA160_120_HE_ESKIMO,120 mm Mk I
IDS_PBPA161_152MM_AP_4CRH_DANAE,152 mm AP 4crh Mk I
IDS_PBPA162_114MM_MII_HE_BARFLEUR,113 mm HE 5crh
IDS_PBPA163_114MM_SAP_55LB_BARFLEUR,113 mm SAP 55 lb
IDS_PBPA164_102MM_HE_35LBS_BARFLEUR,102 mm HE 35 lb
IDS_PBPA170_381MM_HE_ROYAL_SOVEREIGN,381 mm HE Mk VIIIb
IDS_PBPA171_381MM_AP_ROYAL_SOVEREIGN,381 mm AP Mk XIIIc
IDS_PBPA173_152MM_AP_ABERDEEN,152 mm AP 6crh Mk IV
IDS_PBPA530_152MM_AP_6CRH_MK4_ORION,152 mm AP 6crh Mk IV
IDS_PBPA531_152MM_HE_6CRH_MK4_ORION,152 mm HE 6crh Mk IV
IDS_PBPA532_102MM_HE_HE_35LBS_HERMES,102 mm HE 35 lb Mk I
IDS_PBPA980_406MM_HE_T10,406 mm HE Model 1937
IDS_PBPA981_406MM_AP_T10,406 mm AP Model 1937
IDS_PBPA990_234MM_HE_CYCLOPS,234 mm HE 6 CRH
IDS_PBPA991_234MM_AP_CYCLOPS,234 mm AP 6 CRH
IDS_PBPA992_457MM_HE_LAWRENCE,457 mm HE Mk II
IDS_PBPA993_457MM_AP_LAWRENCE,457 mm AP Mk II
IDS_PBPA994_102MM_CS_SUB,102 mm CS 35 lb
IDS_PBPA995_76MM_CS_SUB,76 mm CS 20 lb
IDS_PBPA996_102MM_CS_SEAL,102 mm CS 35 lb
IDS_PBPB104_HERMES_STOCK,40 lb G.P. Bomb
IDS_PBPB106_FURIOUS_STOCK,250 lb G.P. Bomb
IDS_PBPB107_ARKR_250LB,40 lb G.P. Bomb
IDS_PBPB108_IMPLACABLE_STOCK,250 lb G.P. Bomb Mk.I
IDS_PBPB110_AUDACIOUS_STOCK,500 lb G.P. Bomb
IDS_PBPB111_EAGLE_STOCK,500 lb G.P. Bomb
IDS_PBPB112_MALTA_STOCK,500 lb G.P. Bomb
IDS_PBPB121_EAGLE_JET,500 lb G.P. Bomb Mk.I
IDS_PBPB122_OCEAN_JET,500 lb G.P. Bomb Mk.II
IDS_PBPB206_FURIOUS_TOP,250 lb G.P. Bomb
IDS_PBPB208_IMPLACABLE_TOP,250 lb G.P. Bomb Mk.I
IDS_PBPB210_AUDACIOUS_TOP,500 lb G.P. Bomb
IDS_PBPB308_COLOSSUS_STOCK,250 lb G.P. Bomb Mk.I
IDS_PBPB508_INDOMITABLE_STOCK,250 lb G.P. Bomb
IDS_PBPD100_DEPTH_113KG_MOD0,250 lb. Bomb Mk VIII mod.0
IDS_PBPD101_DEPTH_113KG,250 lb. Bomb Mk VIII
IDS_PBPD102_DEPTH_200KG,450 lb. Bomb Mk VII
IDS_PBPD103_DEPTH_T5,100-lb. Bomb Mk VIII
IDS_PBPD104_DEPTH_T8,350-lb. Bomb Mk VIII
IDS_PBPD105_DEPTH_T10,650-lb. Bomb Mk VIII
IDS_PBPD106_DEPTH_CV_6,100-lb. Bomb Mk VIII
IDS_PBPD107_DEPTH_CV_8,350-lb. Bomb Mk VIII
IDS_PBPD108_DEPTH_CV_10,650-lb. Bomb Mk VIII
IDS_PBPD109_DEPTH_T7,100-lb. Bomb Mk VIII
IDS_PBPN998_PLANESEAMINE_T10, 
IDS_PBPN999_PLANESEAMINE, 
IDS_PBPR104_HERMES_STOCK,RP-3 18 lb Mk.I
IDS_PBPR106_FURIOUS_STOCK,RP-3 60 lb No1 Mk.I
IDS_PBPR108_IMPLACABLE_STOCK,RP-3 60 lb No1 Mk.I
IDS_PBPR110_AUDACIOUS_STOCK,RP-3 60 lb No2 Mk.I
IDS_PBPR111_EAGLE_STOCK,RP-3 60 lb No2 Mk.I
IDS_PBPR112_MALTA_STOCK,RP-3 60 lb No2 Mk.I
IDS_PBPR121_EAGLE_JET,RP-3 60 lb No2 Mk.II
IDS_PBPR122_OCEAN_JET,RP-3 60 lb No2 Mk.III
IDS_PBPR206_FURIOUS_TOP,RP-3 60 lb No1 Mk.I
IDS_PBPR208_IMPLACABLE_TOP,RP-3 60 lb No2 Mk.I
IDS_PBPR209_ARKR_RP3_60LB,RP-3 60 lb No1 Mk.I
IDS_PBPR210_AUDACIOUS_TOP,RP-3 60 lb No2 Mk.I
IDS_PBPR308_COLOSSUS_STOCK,HVAR 127 mm
IDS_PBPR508_INDOMITABLE_STOCK,RP-3 60 lb No1 Mk.I
IDS_PBPS727_M_THESEUS,2000 lb H.C. Bomb Mk.I
IDS_PBPT001_450_MKVI,450 mm Mk VII
IDS_PBPT002_CAMPBELTOWN,533 mm Mk VIII
IDS_PBPT003_CAMPBELTOWN,533 mm Mk IV
IDS_PBPT004_533_MKII,533 mm Mk II
IDS_PBPT005_533_MKV,533 mm Mk V
IDS_PBPT006_533_MKVII,533 mm Mk VII
IDS_PBPT007_533_MKIX,533 mm Mk IX
IDS_PBPT008_533_MKIX2,533 mm Mk IX*
IDS_PBPT009_533_MKIX3,533 mm Mk IX**
IDS_PBPT010_533_MKIXM,533 mm Mk IXM
IDS_PBPT011_TORP_GALLANT,533 mm Mk IX
IDS_PBPT012_533_COSSACK,533 mm Mk IXM
IDS_PBPT013_533_EXETER,533 mm Mk IX*
IDS_PBPT014_533_LONDON,533 mm Mk VII
IDS_PBPT015_533_MKIXM_CHESHIRE,533 mm Mk IXM
IDS_PBPT016_533_BELFAST2,533 mm Mk IX*
IDS_PBPT017_533_PLYMOUTH,533 mm Mk IXM
IDS_PBPT018_533_INCOMPARABLE,533 mm Mk IXM
IDS_PBPT019_533_DIDO,533 mm Mk IX*
IDS_PBPT020_533_MKIXM_T11,533 mm Mk IXM
IDS_PBPT021_622_MKI_DUNCAN,622 mm Mk I
IDS_PBPT022_622_MKI_VINCENT,622 mm Mk I
IDS_PBPT023_533_HAMPSHIRE,533 mm Mk IXM
IDS_PBPT024_533_MKII_MANEUVER,533 mm Mk II
IDS_PBPT025_533_SUB,533 mm Mk VIII
IDS_PBPT026_533MM_MKVII_SUB,533 mm Mk VIII
IDS_PBPT027_533MM_MKVII_SUB_MAG,533 mm Mk VIII MZ
IDS_PBPT028_533_MKIX2_MANEUVER,533 mm Mk IX*
IDS_PBPT029_533_MKIX3_SOMME,533 mm Mk IX**
IDS_PBPT030_533_MKVII_MONMUTH,533 mm Mk VII
IDS_PBPT031_533_RENOWN,533 mm Mk II
IDS_PBPT032_533MM_MKVII_SUB,533 mm Mk VIII
IDS_PBPT033_533MM_MKVII_SUB_MAG,533 mm Mk VIII MZ
IDS_PBPT034_533_SUB_MAG,533 mm Mk VIII MZ
IDS_PBPT035_533MM_MKVII_MOD0_SUB,533 mm Mk VIII Mod 0*
IDS_PBPT036_533MM_MKVII_MOD0_SUB_MAG,533 mm Mk VIII MZ Mod 0
IDS_PBPT037_533MM_MKVII_MOD0_SUB,533 mm Mk VIII Mod 0**
IDS_PBPT038_533MM_MKVII_SUB_MOD0_MAG,533 mm Mk VIII MZ Mod 0
IDS_PBPT039_533_MOD0_SUB,533 mm Mk VIII Mod 0
IDS_PBPT040_533MM_MOD0_SUB_MAG,533 mm Mk VIII MZ Mod 0
IDS_PBPT041_533MM_ALLIANCE,533 mm Mk VIII
IDS_PBPT042_533MM_ALLIANCE_MAG,533 mm Mk VIII MZ
IDS_PBPT043_533MM_NOTTINGHAM,533 mm Mk VII
IDS_PBPT044_622MM_DEFENCE,622 mm Mk I
IDS_PBPT045_622_SCARLET,622 mm Mk I
IDS_PBPT046_533MM_MKVII_MOD0_SUB_THRASHER,533 mm Mk VIII Mod 0**
IDS_PBPT047_533MM_MKVII_MOD0_SUB_STURDY,533 mm Mk VIII Mod 0*
IDS_PBPT052_533_ESKIMO,533 mm Mk IXM mod. 2
IDS_PBPT104_HERMES_STOCK,Mark VIII
IDS_PBPT106_FURIOUS_STOCK,Mark VIII
IDS_PBPT107_ARKR_MKVIII,Mark VIII
IDS_PBPT108_IMPLACABLE_STOCK,Mark XII
IDS_PBPT110_AUDACIOUS_STOCK,Mark XVII
IDS_PBPT111_EAGLE_STOCK,Mark XVII
IDS_PBPT112_MALTA_STOCK,Mark XIX
IDS_PBPT121_EAGLE_JET,Mark XVIII
IDS_PBPT122_533_MKIX3_BARFLEUR,533 mm Mk IXM
IDS_PBPT146_533_MKVII_JUPITER,533 mm Mk VII
IDS_PBPT147_533_MKIX3_ABERDEEN,533 mm Mk IX**
IDS_PBPT206_FURIOUS_TOP,Mark XII
IDS_PBPT208_IMPLACABLE_TOP,Mark XV
IDS_PBPT210_AUDACIOUS_TOP,Mark XVII
IDS_PBPT211_OCEAN_STOCK,Mark XIV
IDS_PBPT308_COLOSSUS_STOCK,Mark XII
IDS_PBPT508_INDOMITABLE_STOCK,Mark XV
IDS_PBPT530_533_MKIX_ORION,533 mm Mk VII
IDS_PBPT617_622_MKI_RODNEY,622 mm Mk I
IDS_PBPT627_622_MKI_DUKE_OF_BRONTE,622 mm Mk I
IDS_PBPT726_THESEUS,Mark XI
IDS_PBPT901_622MM_LAWRENCE,622 mm Mk I*
IDS_PBPT990_CYCLOPS,533 mm Mk IXM
IDS_PBSA106,暴怒
IDS_PBSA106_DESCR,暴怒号是勇敢级“轻型战列巡洋舰”，有76毫米的装甲防护，搭载2座457毫米单装炮座。在一战期间，该战舰被改造成航空母舰：搭建机库和飞行甲板，而不是上层建筑。在二战期间，该航空母舰参与追击格奈森瑙号、反潜巡逻和挪威战役。1943年，暴怒号参与追击躲藏在挪威峡湾的提尔皮茨号。
IDS_PBSA106_FULL,暴怒
IDS_PBSA106_NUMBER,1
IDS_PBSA106_YEAR,1917
IDS_PBSA108,怨仇
IDS_PBSA108_DESCR,光辉级航空母舰基于卓有成效的皇家方舟号设计并加强了装甲。为了遵守条约对排水量的限制，机库容量减少到仅容纳36架飞机。怨仇级作为改进型问世，机库容量增加到60架飞机。HMS怨仇号参与了在挪威对抗德国战舰的行动，之后被调往太平洋。该航空母舰参与支援冲绳登陆和对抗本州附近的日本航空兵的行动。
IDS_PBSA108_FULL,怨仇
IDS_PBSA108_NUMBER,2
IDS_PBSA108_YEAR,1945
IDS_PBSA111,老鹰
IDS_PBSA111_DESCR,"以HMS大胆号的名字铺设龙骨的航空母舰，在建造过程中经历升级以搭载喷气式飞机，并更名为HMS老鹰号进入服役。1954–1955年，它在地中海短暂服役后经历第二次翻新，在此期间它加装了小型的斜角飞行甲板。该战舰参与了苏伊士运河危机。1959–1964年，它又经历了一次重大改造，增加了飞行甲板的斜角并加装了防空导弹系统。结果，总排水量超过54,000吨。"
IDS_PBSA111_FULL,老鹰
IDS_PBSA111_NUMBER,1
IDS_PBSA111_YEAR,1951
IDS_PBSA204,竞技神
IDS_PBSA204_DESCR,世界上第一艘开工建造的航空母舰。它基于D级巡洋舰的舰体。服役后，竞技神号启程前往地中海，然后加入中国舰队，并在那里服役10年。在二战期间，竞技神号执行反潜巡逻，参加了达喀尔突袭和搜寻袖珍战列舰海军上将施佩伯爵号的行动。1941–1942年冬，该航空母舰抵达斯里兰卡岛，为入侵马达加斯加做准备。1942年4月9日，竞技神号被日本航空母舰的飞机击沉。
IDS_PBSA204_FULL,竞技神
IDS_PBSA204_NUMBER,1
IDS_PBSA204_YEAR,1924
IDS_PBSA210,大胆
IDS_PBSA210_DESCR,海军条约中的排水量限制被取消后，加上更重型的飞机出现，促使海军部建造比之前的航空母舰尺寸更大的战舰。这导致大胆级问世：设计师以成功的怨仇级为基础，增加了50%的排水量。该战舰安装了更大尺寸的完整双层机库，并为飞行甲板加固装甲，不过机库的装甲防护保持不变。
IDS_PBSA210_FULL,大胆
IDS_PBSA210_NUMBER,1
IDS_PBSA210_YEAR,1945
IDS_PBSA508,不挠
IDS_PBSA508_DESCR,HMS不挠号是光辉级系列的第四艘战舰，旨在解决航空大队规模较小的问题：通过额外扩建的半机库使航空母舰的容量增加到48架飞机，但牺牲了机库的侧装甲防护。符合空气动力学的外形是该航空母舰显著的结构特征。该航空母舰曾掩护盟军在马达加斯加登陆，并参加了基座行动。战后，不挠号取代战列舰前卫号成为本土舰队的旗舰。
IDS_PBSA508_FULL,不挠
IDS_PBSA508_NUMBER,4
IDS_PBSA508_YEAR,1941
IDS_PBSA510,马耳他
IDS_PBSA510_DESCR,"1942年，建造航空母舰的想法油然而生，其尺寸仅受到船坞面积的制约。1942年末，项目X1的工作开始，即一艘排水量为56,800吨的战舰。机库问题是主要的分歧——以前的战舰都采用完全封闭的机库。然而，美国航空母舰的作战经验表明，在机库中预热飞机引擎才能大规模起飞航空大队。最终的解决方案是安装一个开放式机库和在左舷的两个飞机升降机。不过，所有工程都随着二战的结束而停止。"
IDS_PBSA510_FULL,马耳他
IDS_PBSA510_NUMBER,1
IDS_PBSA510_YEAR,1945
IDS_PBSA518,皇家方舟
IDS_PBSA518_DESCR,该新型航空母舰集成了所有创新：双层机库、内置在甲板上的蒸汽弹射器、重型装甲和多用途火炮。为了不超过排水量的限制，它牺牲了机库和飞行甲板的装甲。1941年5月，皇家方舟号的一架鱼雷轰炸机成功击中了俾斯麦号，随后该战列舰沉没。11月13日，皇家方舟号被鱼雷击中。经过长时间的抢救后，该航空母舰遭到遗弃，它随后倾覆并沉入水中。
IDS_PBSA518_FULL,皇家方舟
IDS_PBSA518_NUMBER,1
IDS_PBSA518_YEAR,1938
IDS_PBSA528,巨像
IDS_PBSA528_DESCR,巨像级在设想中介于光辉级重型航空母舰和美国护卫舰之间；舰体采用了建造商船的科技，而推进系统则部分借鉴了轻型巡洋舰。巨像号作为第十一航空母舰中队的旗舰参与解放香港和上海。1946年，它被移交给法国海军，并更名为阿罗芒什号。在法国海军的麾下，该航空母舰参加了印度支那的作战行动和苏伊士运河危机。
IDS_PBSA528_FULL,巨像
IDS_PBSA528_NUMBER,10
IDS_PBSA528_YEAR,1944
IDS_PBSA710,海洋
IDS_PBSA710_DESCR,在二战激战正酣时，英国铺设的10艘巨像级轻型航空母舰之一。它是为大规模生产而设计的，旨在能够在任何主要造船厂甚至民用造船厂建造。它在1945年8月开始服役，到那年年底已经成为首艘舰载喷气战斗机海上吸血鬼的测试平台。在20世纪50年代初，海洋号在朝鲜战争期间参与行动，并参加了1956年苏伊士危机。它于1958年下放预备役，四年后报废。
IDS_PBSA710_FULL,海洋
IDS_PBSA710_NUMBER,10
IDS_PBSA710_YEAR,1945
IDS_PBSA718,忒修斯
IDS_PBSA718_DESCR,巨像级轻型航空母舰，该舰级是英国皇家海军轻型航空母舰中规模最大的，介于光辉级重型航空母舰和护航航空母舰之间。为了降低成本并加速建造，当局采用了商船建造中使用的技术。作为联合国军的一员，忒修斯号积极参加朝鲜战争。后来，它经过改造，加入本土舰队的训练中队继续服役。1956年，该战舰进入预备役。
IDS_PBSA718_FULL,忒修斯
IDS_PBSA718_NUMBER,10
IDS_PBSA718_YEAR,1946
IDS_PBSA910,[大胆]
IDS_PBSA910_DESCR,这艘战舰是大胆号的复制，仅用于测试目的。
IDS_PBSA910_FULL,[大胆]
IDS_PBSA910_NUMBER,1
IDS_PBSA910_YEAR,1945
IDS_PBSB002,厌战
IDS_PBSB002_DESCR,HMS厌战号于1915年加入第五战列舰中队。它参加了日德兰海战，并在一战后成为地中海舰队的旗舰。随着二战的开始，该战舰加入本土舰队并参加了纳尔维克海战，击沉了一艘德国驱逐舰。1940年，它返回地中海，在庞塔斯提洛海战中击中了意大利舰队的旗舰。1941年，该战舰在马塔潘角海战中击沉了两艘意大利重型巡洋舰。1942–1944年，该战列舰作为东方舰队的一员掩护盟军在西西里岛和诺曼底登陆。
IDS_PBSB002_FULL,厌战
IDS_PBSB002_NUMBER,5
IDS_PBSB002_YEAR,1915
IDS_PBSB103,柏勒罗丰
IDS_PBSB103_DESCR,无畏舰建成后，相对于中队战列舰，该舰级具有明显优势。1906年，当局拨款建造三艘新战舰。柏勒罗丰与其前身的不同之处在于大口径副炮、加装的鱼雷舱壁，以及修改后的装甲。该战舰于1909年加入本土舰队。在一战期间，它作为大舰队第四战列舰中队的一员参加了日德兰海战。
IDS_PBSB103_FULL,柏勒罗丰
IDS_PBSB103_NUMBER,3
IDS_PBSB103_YEAR,1909
IDS_PBSB104,俄里翁
IDS_PBSB104_DESCR,俄里翁级战列舰是第一批配备343毫米火炮的战舰，又被称为超无畏舰，是根据1909年计划建造的。其显著特点是排水量更大，且舷侧附近没有炮塔。HMS俄里翁号于1912年作为本土舰队第二战列舰中队的旗舰开始服役，并参与了一战。该战舰参加了日德兰海战。它于1922年根据《华盛顿海军条约》的规定退役。
IDS_PBSB104_FULL,俄里翁
IDS_PBSB104_NUMBER,4
IDS_PBSB104_YEAR,1912
IDS_PBSB105,铁公爵
IDS_PBSB105_DESCR,为战列舰配备152毫米重型副炮的想法始于1909年。4艘铁公爵级战列舰与其前身相似，但不同之处在于更强大的副炮和更大的尺寸。1914年服役后，铁公爵号参加了一战，并在日德兰海战期间是海军上将杰利科的旗舰。1919年，它加入地中海舰队，并介入苏俄内战。1939年，它被调到斯卡帕湾。1939年10月17日，该战舰遭到德军空袭并被凿沉。
IDS_PBSB105_FULL,铁公爵
IDS_PBSB105_NUMBER,4
IDS_PBSB105_YEAR,1914
IDS_PBSB106,伊丽莎白女王
IDS_PBSB106_DESCR,1912年，当局计划建造四艘配备381毫米火炮的高速战列舰。首舰伊丽莎白女王号在一战期间投入服役，并作为东地中海中队的旗舰参加了加里波利之战。1918年，德国海军在该战舰上签署了投降条约。它在两次世界大战期间在地中海和大西洋服役。1941年，它遭到意大利破坏者损坏，前往美国进行维修，之后成为东方舰队的旗舰。
IDS_PBSB106_FULL,伊丽莎白女王
IDS_PBSB106_NUMBER,5
IDS_PBSB106_YEAR,1915
IDS_PBSB107,英王乔治五世
IDS_PBSB107_DESCR,1933年，英国海军部开始设计新一代战列舰，到1935年已经收到了多个方案，代号为“14O”的方案获得青睐，该方案设计了3座炮塔，装有12门356毫米火炮。该方案后来经过修改以增强装甲，并被赋予了新的代号“14P”。1937年铺设龙骨的英王乔治五世号正是基于该方案。1941年，该战列舰在摧毁俾斯麦号的行动中发挥了重要作用，并设法重创俾斯麦号。后来在1943年，它被调到地中海，掩护盟军部队登陆西西里岛。
IDS_PBSB107_FULL,英王乔治五世
IDS_PBSB107_NUMBER,5
IDS_PBSB107_YEAR,1940
IDS_PBSB108,君主
IDS_PBSB108_DESCR,获悉日本不会限制其新战列舰口径的情报后，英国工程师开始对新项目14O战列舰的工程进行改动。其中一项武器方案是在3座三联装炮塔中安装381毫米火炮，这样可以平衡增强装甲所增加的重量。
IDS_PBSB108_FULL,君主
IDS_PBSB108_NUMBER,0
IDS_PBSB108_YEAR,1935
IDS_PBSB109,狮
IDS_PBSB109_DESCR,在日本拒绝提供正在建造的战列舰数据后，签署1936年《伦敦海军条约》的国家决定提高原定建造的战舰的吨位。英国海军部已有5艘英王乔治五世级战列舰铺设龙骨，并在它们的基础上制定了排水量更小的项目。总共订购了4艘战列舰，其中两艘是狮级。它们于1939年铺设龙骨，但在二战爆发期间，建造被推迟，接着被取消。
IDS_PBSB109_FULL,狮
IDS_PBSB109_NUMBER,2
IDS_PBSB109_YEAR,1938
IDS_PBSB110,征服者
IDS_PBSB110_DESCR,在战列舰前卫号铺设龙骨后，当局计划以增加尺寸的方式开发英国战列舰，同时保持其前身的布局设计。其中一个方案是改用三联装炮塔，并将口径增加到419毫米。
IDS_PBSB110_FULL,征服者
IDS_PBSB110_NUMBER,1
IDS_PBSB110_YEAR,1949
IDS_PBSB111,毁灭
IDS_PBSB111_DESCR,该战舰体现了20世纪40年代英国造船流派针对不受《华盛顿海军条约》限制的战列舰的所有理念。总体结构布局与战列舰前卫号相近，动力装置类似于大胆级航空母舰。
IDS_PBSB111_FULL,毁灭
IDS_PBSB111_NUMBER,1
IDS_PBSB111_YEAR,1952
IDS_PBSB203,不倦
IDS_PBSB203_DESCR,由于无敌级战舰两侧的炮塔瞄准角度受限，因此接下来的三艘战列巡洋舰的炮塔采用了更灵活的布局。HMS不倦号于1909年铺设龙骨，1911年作为第一战列巡洋舰中队的一员开始服役。1913年，该战舰被调往地中海，它在那里协助追踪战列巡洋舰戈本号，并参加了达达尼尔战役。1915年，不倦号重返本土舰队。次年，在日德兰海战中，它在弹药库发生爆炸后沉没。
IDS_PBSB203_FULL,不倦
IDS_PBSB203_NUMBER,3
IDS_PBSB203_YEAR,1911
IDS_PBSB204,玛丽女王
IDS_PBSB204_DESCR,第三组配备343毫米火炮的3艘英国战列巡洋舰项目基于俄里翁级战列舰。该系列的第三艘战舰HMS玛丽女王号是根据1910年计划建造的。它于1913年作为第一战列巡洋舰中队的一员服役，并于1914年参加了黑尔戈兰湾海战。在日德兰海战中，该战舰遭到德军集火，并在弹药库发生爆炸后沉没。
IDS_PBSB204_FULL,玛丽女王
IDS_PBSB204_NUMBER,1
IDS_PBSB204_YEAR,1913
IDS_PBSB205,虎
IDS_PBSB205_DESCR,1911年1月，日本向英国下订单，要求开发和建造一艘名为金刚号的战列巡洋舰。它比同时期的英国战舰更优秀，因此英方根据类似的项目开始打造1911年计划里的战列巡洋舰。HMS虎号于1912年铺设龙骨，1914年加入第一战列巡洋舰中队。它参加了多格尔沙洲海战，遭到6次命中，并在一年后的日德兰海战中，遭到多达18次命中，多数来自重炮，但并未造成重大伤害。
IDS_PBSB205_FULL,虎
IDS_PBSB205_NUMBER,1
IDS_PBSB205_YEAR,1914
IDS_PBSB206,声望
IDS_PBSB206_DESCR,重新出任第一海务大臣后，海军上将费舍尔游说当局建造两艘战列巡洋舰——反击号和声望号。HMS声望号于1916年下水，并于同年进入服役。在二战期间，该战舰参加了对德国破袭舰海军上将施佩伯爵号和俾斯麦号的追击。它还参与了挪威战役；护航马耳他船团；掩护盟军登陆北非；以及用于运送温斯顿·丘吉尔（Winston Churchill）等外交事务。1944年，它作为东方舰队的一员参加了战争的最后阶段。
IDS_PBSB206_FULL,声望
IDS_PBSB206_NUMBER,2
IDS_PBSB206_YEAR,1916
IDS_PBSB207,鲁克
IDS_PBSB207_DESCR,"1920年提出的战列巡洋舰设计K2和K3由于尺寸过大而未被采纳。后来，设计师提出项目J3——该舰的小型版，装备置于3座炮塔中的9门381毫米火炮。其排水量减少了10,000吨。这样的战舰就可以使用适用胡德号的任何船坞，并通过苏伊士运河和巴拿马运河。"
IDS_PBSB207_FULL,鲁克
IDS_PBSB207_NUMBER,1
IDS_PBSB207_YEAR,1920
IDS_PBSB208,霍克
IDS_PBSB208_DESCR,一战后，英国海军部继续致力于开发新的战列巡洋舰项目。该级中最现代化的战舰——胡德号在设计过程中作为这些项目的基础。1920年，当局收到两个项目——K2和K3，但他们认为项目的尺寸过大。有人提议将口径缩小到406毫米，从而帮助缩小尺寸，但海军部拒绝了这个想法，因此该项目未能实施。
IDS_PBSB208_FULL,霍克
IDS_PBSB208_NUMBER,0
IDS_PBSB208_YEAR,1943
IDS_PBSB209,邓肯
IDS_PBSB209_DESCR,1920年战列巡洋舰的进一步发展是项目G3。它与前型的不同之处在于主炮口径采用较小的419毫米，战舰长度更短且排水量更少。在1921年初，该项目经过重新设计，以牺牲航速和主炮口径属性来增强装甲。同年10月，当局下令建造四艘该项目战舰，但在华盛顿会议开始时被中止。根据会议结果，当局取消该工程。
IDS_PBSB209_FULL,邓肯
IDS_PBSB209_NUMBER,1
IDS_PBSB209_YEAR,1921
IDS_PBSB210,圣文森特
IDS_PBSB210_DESCR,1920年11月提出的战列巡洋舰项目的进一步发展是项目I3。它与其前身有着根本的不同：主武器集中在舰首，推进装置被移至舰尾。这使得弹药库可以安排在战舰最宽的部位。这艘战舰比它的前身更快；然而，该舰排水量和尺寸不符合海军部要求，因此需重新设计。
